"","Cod_setor","Cod_Grandes Regiões","Nome_Grande_Regiao","Cod_UF","Nome_da_UF","Cod_meso","Nome_da_meso","Cod_micro","Nome_da_micro","Cod_RM","Nome_da_RM","Cod_municipio","Nome_do_municipio","Cod_distrito","Nome_do_distrito","Cod_subdistrito","Nome_do_subdistrito","Cod_bairro","Nome_do_bairro","Situacao_setor.x","Tipo_setor","V001.x","V002.x","V003.x","V004.x","V005.x","V006.x","V007.x","V008.x","V009.x","V010.x","V011.x","V012.x","X34","Situacao_setor.y","V001.y","V002.y","V003.y","V004.y","V005.y","V006.y","V007.y","V008.y","V009.y","V010.y","V011.y","V012.y","V013","V014","V015","V016","V017","V018","V019","V020","V021","V022","V023","V024","V025","V026","V027","V028","V029","V030","V031","V032","V033","V034","V035","V036","V037","V038","V039","V040","V041","V042","V043","V044","V045","V046","V047","V048","V049","V050","V051","V052","V053","V054","V055","V056","V057","V058","V059","V060","V061","V062","V063","V064","V065","V066","V067","V068","V069","V070","V071","V072","V073","V074","V075","V076","V077","V078","V079","V080","V081","V082","V083","V084","V085","V086","V087","V088","V089","V090","V091","V092","V093","V094","V095","V096","V097","V098","V099","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","X244","Mulheres","Homens","Responsavel"
"11",250970105000011,2,"Região Nordeste",25,"Paraiba",2502,"Borborema",25010,"Cariri Ocidental","00","Municípios não pertencentes a estrutura de RM",2509701,"MONTEIRO",250970105,"MONTEIRO",25097010500,"MONTEIRO",2509701000,"MONTEIRO (todos os setores)",1,0,176,453,2.57,1.8,978.02,2544980.95,1030.72,2628307.66,645.05,1412175.46,915.71,1758068.21,NA,1,176,176,"176","0","0","110","0","46","0","20","0","174","2","0","0","176","175","0","0","0","0","1","0","176","125","34","10","5","1","0","0","1","0","0","176","176","0","0","0","0","0","0","176","176","0","0","175","1","0","43","54","36","26","13","3","1","0","0","0","42","19","29","19","19","8","3","0","16","3","0","0","0","0","0","26","14","5","3","0","0","25","17","7","5","0","1","27","14","4","0","1","0","0","11","2","2","0","0","0","110","0","46","0","20","0","174","2","0","0","176","175","0","0","0","0","1","0","176","125","34","10","7","0","176","176","0","0","0","0","0","0","176","176","0","0","175","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","174","2","0","0","176","175","0","0","0","0","1","0","176","0","0","0","0","0","0","0","0","0","0","0","0",NA,116,145,"Homens"
"12",250970105000012,2,"Região Nordeste",25,"Paraiba",2502,"Borborema",25010,"Cariri Ocidental","00","Municípios não pertencentes a estrutura de RM",2509701,"MONTEIRO",250970105,"MONTEIRO",25097010500,"MONTEIRO",2509701000,"MONTEIRO (todos os setores)",1,0,238,682,2.87,1.89,729.66,834191.78,819.15,863332.35,465.54,506181.76,704.22,597846.3,NA,1,238,238,"238","0","0","151","1","46","0","40","0","231","2","0","5","237","224","0","13","0","0","0","1","237","185","44","7","1","0","0","0","0","0","1","238","238","0","0","0","0","0","0","237","237","0","1","235","1","1","37","66","69","38","20","4","3","0","1","0","46","16","27","48","30","15","2","3","13","3","0","0","0","0","0","24","25","8","0","0","0","39","21","8","5","2","1","24","24","8","3","0","0","0","15","5","2","0","0","0","151","1","46","0","40","0","231","2","0","5","237","224","0","13","0","0","0","1","237","185","44","7","1","1","238","238","0","0","0","0","0","0","237","237","0","1","235","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","231","2","0","5","237","224","0","13","0","0","0","1","237","0","0","0","0","0","0","0","0","0","0","0","0",NA,157,198,"Homens"
"13",250970105000013,2,"Região Nordeste",25,"Paraiba",2502,"Borborema",25010,"Cariri Ocidental","00","Municípios não pertencentes a estrutura de RM",2509701,"MONTEIRO",250970105,"MONTEIRO",25097010500,"MONTEIRO",2509701000,"MONTEIRO (todos os setores)",1,0,192,610,3.18,2.17,645.06,746206.23,673.11,759845.97,361.51,390788.07,551.32,491626.94,NA,1,195,192,"189","1","2","130","0","47","1","14","0","183","2","0","7","188","127","35","20","6","0","0","4","188","159","25","4","0","0","0","0","0","0","4","185","184","1","5","0","2","0","0","190","188","2","2","181","6","1","25","43","43","52","19","7","0","2","1","0","19","15","29","34","38","11","3","1","13","0","1","1","0","0","0","29","21","11","1","1","0","14","9","14","8","4","2","12","10","2","2","0","0","0","4","2","0","1","0","0","128","0","46","1","14","0","181","1","0","7","185","126","34","19","6","0","0","4","185","158","23","4","0","4","182","181","1","5","0","2","0","0","187","185","2","2","179","5","1","0","0","1","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","1","1","0","0","0","0","0","0","1","1","0","0","1","0","0","2","0","0","0","0","0","1","1","0","0","2","0","1","1","0","0","0","0","2","0","2","0","0","0","2","2","0","0","0","0","0","0","2","2","0","0","1","1","0","178","2","0","5","182","125","34","17","6","0","0","3","182","5","0","0","2","6","2","1","3","0","0","0","1",NA,84,194,"Homens"
"14",250970105000014,2,"Região Nordeste",25,"Paraiba",2502,"Borborema",25010,"Cariri Ocidental","00","Municípios não pertencentes a estrutura de RM",2509701,"MONTEIRO",250970105,"MONTEIRO",25097010500,"MONTEIRO",2509701000,"MONTEIRO (todos os setores)",1,0,268,711,2.65,1.52,717.5,1467693.52,745.31,1503994.65,455.55,771820.81,649.48,974893.81,NA,1,280,268,"265","0","3","138","0","91","0","29","10","250","5","0","13","266","236","0","0","0","0","30","2","264","223","35","4","2","0","0","0","0","0","4","268","255","13","0","0","0","0","0","268","268","0","0","255","10","3","51","79","72","51","11","2","1","1","0","0","46","28","38","47","26","4","1","2","25","3","0","0","0","0","0","35","19","4","0","0","0","41","25","25","7","1","0","26","29","8","6","0","0","0","12","6","2","0","0","0","138","0","88","0","29","10","247","5","0","13","263","233","0","0","0","0","30","2","261","220","35","4","2","4","265","252","13","0","0","0","0","0","265","265","0","0","252","10","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","3","0","0","0","3","3","0","0","0","0","0","0","3","3","0","0","0","0","3","3","0","0","0","0","0","0","3","3","0","0","3","0","0","250","5","0","13","266","236","0","0","0","0","30","2","264","0","0","0","0","0","0","0","0","0","0","0","0",NA,188,204,"Homens"
"15",250970105000015,2,"Região Nordeste",25,"Paraiba",2502,"Borborema",25010,"Cariri Ocidental","00","Municípios não pertencentes a estrutura de RM",2509701,"MONTEIRO",250970105,"MONTEIRO",25097010500,"MONTEIRO",2509701000,"MONTEIRO (todos os setores)",1,0,308,868,2.82,1.72,639.56,434705.17,667.75,435043.01,394.98,281567.37,582.69,306053.09,NA,1,308,308,"308","0","0","213","0","85","0","10","0","302","1","0","5","308","305","1","2","0","0","0","0","308","263","41","3","0","1","0","0","0","0","0","308","308","0","0","0","0","0","0","306","306","0","2","295","11","0","52","87","75","65","18","10","1","0","0","0","59","24","49","51","43","13","7","0","23","1","0","0","0","0","0","48","30","7","1","0","0","38","24","22","5","3","1","29","19","5","5","0","0","0","19","8","2","0","1","0","213","0","85","0","10","0","302","1","0","5","308","305","1","2","0","0","0","0","308","263","41","3","1","0","308","308","0","0","0","0","0","0","306","306","0","2","295","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","302","1","0","5","308","305","1","2","0","0","0","0","308","0","0","0","0","0","0","0","0","0","0","0","0",NA,181,273,"Homens"
"16",250970105000016,2,"Região Nordeste",25,"Paraiba",2502,"Borborema",25010,"Cariri Ocidental","00","Municípios não pertencentes a estrutura de RM",2509701,"MONTEIRO",250970105,"MONTEIRO",25097010500,"MONTEIRO",2509701000,"MONTEIRO (todos os setores)",1,0,175,547,3.13,1.72,843.32,1218242.33,858.03,1226920.39,426.87,635436.28,720.54,861788,NA,1,175,175,"173","0","2","118","0","45","0","12","0","172","1","0","2","175","171","0","4","0","0","0","0","174","133","36","4","0","1","0","0","0","0","1","175","175","0","0","0","0","0","0","175","175","0","0","167","7","1","20","33","63","32","20","5","2","0","0","0","19","11","20","43","29","19","3","1","10","0","1","0","0","0","0","20","23","13","0","0","0","13","20","3","1","2","1","10","9","10","1","0","0","0","4","5","0","0","0","0","117","0","44","0","12","0","170","1","0","2","173","169","0","4","0","0","0","0","172","132","35","4","1","1","173","173","0","0","0","0","0","0","173","173","0","0","166","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","2","0","0","0","2","2","0","0","0","0","0","0","2","1","1","0","0","0","2","2","0","0","0","0","0","0","2","2","0","0","1","1","0","172","1","0","2","175","171","0","4","0","0","0","0","174","0","0","0","0","0","0","0","0","0","0","0","0",NA,79,182,"Homens"
"17",250970105000017,2,"Região Nordeste",25,"Paraiba",2502,"Borborema",25010,"Cariri Ocidental","00","Municípios não pertencentes a estrutura de RM",2509701,"MONTEIRO",250970105,"MONTEIRO",25097010500,"MONTEIRO",2509701000,"MONTEIRO (todos os setores)",1,0,304,879,2.89,1.89,515.15,194142.37,593.2,177192.15,339.34,183134.95,543.37,182381.32,NA,1,305,304,"302","0","2","204","0","77","0","23","0","303","0","0","1","303","299","0","3","1","0","0","1","300","245","51","4","0","0","0","0","0","0","4","304","304","0","0","0","0","0","0","304","304","0","0","301","3","0","50","79","82","53","32","6","0","1","1","0","53","22","32","45","31","19","3","2","18","2","2","0","0","0","0","30","21","12","2","1","0","47","37","22","13","3","0","32","32","17","4","3","0","0","15","4","1","1","0","0","203","0","76","0","23","0","301","0","0","1","301","297","0","3","1","0","0","1","298","244","50","4","0","4","302","302","0","0","0","0","0","0","302","302","0","0","299","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","2","0","0","0","2","2","0","0","0","0","0","0","2","1","1","0","0","0","2","2","0","0","0","0","0","0","2","2","0","0","2","0","0","303","0","0","1","303","299","0","3","1","0","0","1","300","0","0","0","0","0","0","0","0","0","0","0","0",NA,231,220,"Mulheres"
"18",250970105000018,2,"Região Nordeste",25,"Paraiba",2502,"Borborema",25010,"Cariri Ocidental","00","Municípios não pertencentes a estrutura de RM",2509701,"MONTEIRO",250970105,"MONTEIRO",25097010500,"MONTEIRO",2509701000,"MONTEIRO (todos os setores)",1,0,232,730,3.15,2.39,407.88,171443.09,482.79,166739.97,236.02,114133.21,414.25,126526.01,NA,1,235,232,"231","0","1","159","1","60","0","10","2","225","2","0","5","232","168","5","48","2","0","9","0","215","202","12","1","0","0","0","0","0","0","17","228","226","2","3","0","1","0","0","228","226","2","4","222","3","1","35","46","68","44","23","8","4","4","0","0","31","19","24","46","32","19","5","6","17","1","1","0","0","0","0","23","20","8","2","0","0","22","22","12","4","3","2","18","13","8","3","0","0","0","9","3","0","1","0","0","158","1","60","0","10","2","224","2","0","5","231","167","5","48","2","0","9","0","214","201","12","1","0","17","227","225","2","3","0","1","0","0","227","225","2","4","221","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","1","1","0","0","0","0","0","0","1","1","0","0","1","0","0","223","2","0","3","228","166","5","46","2","0","9","0","212","2","0","0","2","4","2","0","2","0","0","0","0",NA,120,204,"Homens"
"19",250970105000019,2,"Região Nordeste",25,"Paraiba",2502,"Borborema",25010,"Cariri Ocidental","00","Municípios não pertencentes a estrutura de RM",2509701,"MONTEIRO",250970105,"MONTEIRO",25097010500,"MONTEIRO",2509701000,"MONTEIRO (todos os setores)",1,0,321,951,2.96,2.22,559.56,334250.97,596.74,334273.77,340.04,227131.88,509.43,254034.57,NA,1,325,321,"300","3","18","208","1","85","0","27","0","309","3","0","9","320","282","0","29","0","0","9","1","320","278","40","1","1","0","0","0","0","0","1","318","318","0","1","0","2","0","0","320","320","0","1","314","6","0","55","80","89","40","42","8","5","2","0","0","47","29","51","59","26","27","4","1","27","1","1","0","0","0","0","50","28","5","7","0","0","29","30","14","15","4","6","28","16","9","2","0","0","0","13","2","2","1","1","0","199","1","73","0","27","0","288","3","0","9","299","263","0","28","0","0","8","1","299","263","34","1","1","1","297","297","0","1","0","2","0","0","299","299","0","1","296","3","0","0","0","3","0","0","0","3","0","0","0","3","3","0","0","0","0","0","0","3","3","0","0","0","0","3","3","0","0","0","0","0","0","3","3","0","0","3","0","0","9","0","9","0","0","0","18","0","0","0","18","16","0","1","0","0","1","0","18","12","6","0","0","0","18","18","0","0","0","0","0","0","18","18","0","0","15","3","0","306","3","0","9","317","281","0","27","0","0","9","1","317","3","0","0","0","3","1","0","2","0","0","0","0",NA,172,287,"Homens"
"20",250970105000020,2,"Região Nordeste",25,"Paraiba",2502,"Borborema",25010,"Cariri Ocidental","00","Municípios não pertencentes a estrutura de RM",2509701,"MONTEIRO",250970105,"MONTEIRO",25097010500,"MONTEIRO",2509701000,"MONTEIRO (todos os setores)",1,0,280,998,3.56,3.66,378.88,1934959.61,451.43,2274175.49,213.75,757560.61,372.57,1262465.13,NA,1,280,280,"278","2","0","203","7","61","0","9","0","267","0","0","13","274","218","28","27","1","0","0","6","270","268","2","0","0","0","0","0","0","0","10","280","280","0","0","0","0","0","0","272","272","0","8","263","7","2","37","55","57","55","39","13","13","6","3","2","24","29","19","7","10","13","0","3","25","4","0","0","0","0","0","15","2","1","1","0","0","36","50","45","26","13","21","12","30","22","10","4","2","1","6","2","3","1","0","0","202","7","60","0","9","0","265","0","0","13","272","216","28","27","1","0","0","6","268","266","2","0","0","10","278","278","0","0","0","0","0","0","270","270","0","8","263","5","2","1","0","1","0","0","0","2","0","0","0","2","2","0","0","0","0","0","0","2","2","0","0","0","0","2","2","0","0","0","0","0","0","2","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","267","0","0","13","274","218","28","27","1","0","0","6","270","0","0","0","0","0","0","0","0","0","0","0","0",NA,284,100,"Mulheres"
"21",250970105000021,2,"Região Nordeste",25,"Paraiba",2502,"Borborema",25010,"Cariri Ocidental","00","Municípios não pertencentes a estrutura de RM",2509701,"MONTEIRO",250970105,"MONTEIRO",25097010500,"MONTEIRO",2509701000,"MONTEIRO (todos os setores)",1,0,210,703,3.35,2.49,300.92,63292.93,355.02,55420.97,197.29,58725.65,350.45,50612.61,NA,1,210,210,"210","0","0","174","0","30","0","6","0","204","0","0","6","209","49","4","112","44","0","0","1","208","201","7","0","0","0","0","0","0","0","2","210","210","0","0","0","0","0","0","209","209","0","1","209","0","0","22","47","53","45","22","11","8","2","0","0","14","18","15","26","23","11","6","5","13","2","2","1","0","0","0","13","6","4","1","1","0","32","27","22","11","5","5","9","30","11","5","3","1","1","2","2","1","0","0","0","174","0","30","0","6","0","204","0","0","6","209","49","4","112","44","0","0","1","208","201","7","0","0","2","210","210","0","0","0","0","0","0","209","209","0","1","209","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","204","0","0","6","209","49","4","112","44","0","0","1","208","0","0","0","0","0","0","0","0","0","0","0","0",NA,167,129,"Mulheres"
"22",250970105000022,2,"Região Nordeste",25,"Paraiba",2502,"Borborema",25010,"Cariri Ocidental","00","Municípios não pertencentes a estrutura de RM",2509701,"MONTEIRO",250970105,"MONTEIRO",25097010500,"MONTEIRO",2509701000,"MONTEIRO (todos os setores)",8,0,115,355,3.09,2.5,457.53,598154.8,482.72,619115.78,257.61,309004.79,408.48,429005.48,NA,8,115,115,"115","0","0","85","0","0","8","22","0","1","23","29","62","32","0","2","29","0","0","1","83","29","25","4","0","0","0","0","0","0","0","86","0","0","0","87","1","22","4","1","115","115","0","0","104","10","1","20","27","26","19","14","7","1","1","0","0","8","21","22","23","13","12","7","1","16","5","0","0","0","0","0","17","8","2","2","1","0","5","3","6","2","0","1","4","2","1","4","1","0","0","3","1","0","0","0","0","85","0","0","8","22","0","1","23","29","62","32","0","2","29","0","0","1","83","29","25","4","0","0","86","0","0","0","87","1","22","4","1","115","115","0","0","104","10","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","23","29","62","32","0","2","29","0","0","1","83",NA,33,129,"Homens"
"23",250970105000023,2,"Região Nordeste",25,"Paraiba",2502,"Borborema",25010,"Cariri Ocidental","00","Municípios não pertencentes a estrutura de RM",2509701,"MONTEIRO",250970105,"MONTEIRO",25097010500,"MONTEIRO",2509701000,"MONTEIRO (todos os setores)",8,0,27,83,3.07,2.99,484.89,179649.03,595.09,153719.52,336.67,172283.56,523.71,169990.94,NA,8,27,27,"27","0","0","19","0","0","1","7","0","5","1","7","14","10","0","0","6","2","0","2","17","8","7","1","0","0","0","0","0","0","0","19","0","0","0","20","0","7","0","0","27","27","0","0","25","2","0","6","5","7","3","3","2","1","0","0","0","1","5","5","5","3","1","2","1","5","0","0","0","0","0","0","5","3","1","0","0","0","0","2","0","2","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","19","0","0","1","7","0","5","1","7","14","10","0","0","6","2","0","2","17","8","7","1","0","0","19","0","0","0","20","0","7","0","0","27","27","0","0","25","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","1","7","14","10","0","0","6","2","0","2","17",NA,6,31,"Homens"
"24",250970105000024,2,"Região Nordeste",25,"Paraiba",2502,"Borborema",25010,"Cariri Ocidental","00","Municípios não pertencentes a estrutura de RM",2509701,"MONTEIRO",250970105,"MONTEIRO",25097010500,"MONTEIRO",2509701000,"MONTEIRO (todos os setores)",8,0,168,554,3.3,2.56,427.51,158707.01,460.39,155756.33,259.13,117962.03,387.5,126682.4,NA,8,168,168,"168","0","0","138","0","0","2","27","1","0","51","6","111","119","0","3","97","18","0","1","49","118","117","0","0","0","1","0","0","0","0","50","2","0","2","145","0","21","0","0","166","166","0","2","150","1","15","22","34","41","38","20","6","3","4","0","0","14","15","19","23","22","7","2","5","11","3","1","0","0","0","0","16","8","5","1","0","0","15","18","16","13","4","2","11","15","7","6","3","1","0","0","2","0","1","0","0","138","0","0","2","27","1","0","51","6","111","119","0","3","97","18","0","1","49","118","117","0","0","1","50","2","0","2","145","0","21","0","0","166","166","0","2","150","1","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","2","0","0","2","0","0","0","0","2","0","50","6","110","117","0","3","95","18","0","1","49",NA,114,123,"Homens"
"25",250970105000025,2,"Região Nordeste",25,"Paraiba",2502,"Borborema",25010,"Cariri Ocidental","00","Municípios não pertencentes a estrutura de RM",2509701,"MONTEIRO",250970105,"MONTEIRO",25097010500,"MONTEIRO",2509701000,"MONTEIRO (todos os setores)",8,0,163,501,3.07,2.13,402.72,147006.25,465.55,140645.06,255.65,106266.55,412.25,106802.55,NA,8,163,163,"163","0","0","130","0","1","9","23","0","11","77","0","75","108","0","4","95","7","0","2","55","92","83","8","1","0","0","0","0","0","0","71","0","0","0","132","1","27","0","3","161","161","0","2","150","10","1","18","46","44","35","7","9","3","0","1","0","10","15","35","35","30","6","7","2","12","1","2","0","0","0","0","34","15","11","0","1","0","11","9","5","1","2","2","6","8","4","0","0","0","0","3","1","0","0","0","0","130","0","1","9","23","0","11","77","0","75","108","0","4","95","7","0","2","55","92","83","8","1","0","71","0","0","0","132","1","27","0","3","161","161","0","2","150","10","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","77","0","75","108","0","4","95","7","0","2","55",NA,52,191,"Homens"
"26",250970105000026,2,"Região Nordeste",25,"Paraiba",2502,"Borborema",25010,"Cariri Ocidental","00","Municípios não pertencentes a estrutura de RM",2509701,"MONTEIRO",250970105,"MONTEIRO",25097010500,"MONTEIRO",2509701000,"MONTEIRO (todos os setores)",8,0,130,410,3.15,2.26,503.57,380017.78,559.52,391029.68,258.44,217532.04,471.81,296869.83,NA,8,130,130,"130","0","0","102","0","0","16","12","0","3","54","1","72","93","0","0","79","13","0","1","37","92","83","8","1","0","0","0","0","0","0","38","1","1","0","100","2","27","0","0","126","126","0","4","124","2","0","20","28","31","25","16","9","1","0","0","0","8","18","17","26","24","14","7","0","14","2","2","0","0","0","0","15","9","5","1","0","0","11","5","1","2","2","1","6","9","4","0","0","0","0","2","0","0","0","0","0","102","0","0","16","12","0","3","54","1","72","93","0","0","79","13","0","1","37","92","83","8","1","0","38","1","1","0","100","2","27","0","0","126","126","0","4","124","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","1","2","54","1","72","92","0","0","78","13","0","1","37",NA,43,136,"Homens"
"27",250970105000027,2,"Região Nordeste",25,"Paraiba",2502,"Borborema",25010,"Cariri Ocidental","00","Municípios não pertencentes a estrutura de RM",2509701,"MONTEIRO",250970105,"MONTEIRO",25097010500,"MONTEIRO",2509701000,"MONTEIRO (todos os setores)",8,0,182,612,3.36,2.71,406.3,71447.9,420.15,68044.81,227.49,69392.52,359.78,62127.11,NA,8,182,182,"182","0","0","117","1","0","10","53","1","0","39","8","135","109","0","0","57","52","0","0","73","103","103","0","0","0","0","0","0","0","0","79","0","0","0","169","1","1","0","11","181","181","0","1","172","7","2","23","37","41","42","20","14","3","1","0","1","13","18","31","38","40","19","14","4","14","4","0","0","0","0","0","27","13","11","3","0","1","6","3","2","1","0","1","9","4","2","1","0","0","0","2","1","1","0","0","0","117","1","0","10","53","1","0","39","8","135","109","0","0","57","52","0","0","73","103","103","0","0","0","79","0","0","0","169","1","1","0","11","181","181","0","1","172","7","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","39","8","135","109","0","0","57","52","0","0","73",NA,33,219,"Homens"
"28",250970105000028,2,"Região Nordeste",25,"Paraiba",2502,"Borborema",25010,"Cariri Ocidental","00","Municípios não pertencentes a estrutura de RM",2509701,"MONTEIRO",250970105,"MONTEIRO",25097010500,"MONTEIRO",2509701000,"MONTEIRO (todos os setores)",8,0,207,629,3.04,2.21,500.29,485309.38,525.69,496651.69,287.87,285793.3,445.61,372338.66,NA,8,214,207,"207","0","0","152","0","0","14","33","8","0","66","6","135","123","0","0","101","16","0","6","84","98","94","3","0","0","0","0","0","0","1","109","1","1","0","182","1","6","0","17","198","198","0","9","180","14","4","31","51","53","40","23","5","2","0","2","0","18","23","36","38","24","18","4","2","21","1","1","0","0","0","0","35","13","3","1","1","1","15","15","16","5","1","2","10","9","7","5","1","0","0","6","2","0","0","0","0","152","0","0","14","33","8","0","66","6","135","123","0","0","101","16","0","6","84","98","94","3","0","1","109","1","1","0","182","1","6","0","17","198","198","0","9","180","14","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","1","0","66","6","134","122","0","0","100","16","0","6","84",NA,94,199,"Homens"
